Product_ID,Product_Name,Category,Date,Units_Sold,Price_Per_Unit,Revenue
FU_84659,High Chair,Furniture,2024-11-10,5,3808.9239680031724,19044.62
BA_64990,Car,Battery Operated,2025-04-03,4,4121.481412622918,16485.93
BA_33605,Car,Battery Operated,2024-06-12,1,4668.8112376079725,4668.81
TO_29797,Ride-on,Toys,2024-08-14,1,1134.3313683538222,1134.33
TO_43886,Scooter,Toys,2024-07-18,10,4482.547310991144,44825.47
FU_77936,Study Table,Furniture,2024-11-04,2,2968.3704515790073,5936.74
BA_22572,Stroller,Baby Gear,2024-07-02,4,4748.1394264811615,18992.56
BA_21960,Jeep,Battery Operated,2024-06-18,4,1388.8819323024109,5555.53
TO_37097,Ride-on,Toys,2024-12-17,1,1505.8200637781933,1505.82
BA_49891,Stroller,Baby Gear,2024-06-16,2,838.5140973472489,1677.03
BA_28354,Stroller,Baby Gear,2024-11-13,1,3694.6858596575103,3694.69
FU_60227,High Chair,Furniture,2024-08-14,5,4755.961308864364,23779.81
BA_61777,Stroller,Baby Gear,2025-03-21,8,3773.5333712651304,30188.27
BA_37035,Car Seat,Baby Gear,2024-06-27,8,592.3454122621293,4738.76
BA_79346,Bike,Battery Operated,2025-05-03,10,1578.2422929964146,15782.42
FU_99756,Cradle,Furniture,2024-11-15,3,1337.644187980276,4012.93
FU_40301,High Chair,Furniture,2024-05-27,9,3843.6859864438684,34593.17
BA_76911,Car Seat,Baby Gear,2024-08-18,5,3557.406772104793,17787.03
BA_70366,Car Seat,Baby Gear,2024-10-27,9,4451.8711552363275,40066.84
BA_91771,Stroller,Baby Gear,2025-05-08,4,1370.853431423362,5483.41
BA_32157,Bed Rail,Baby Safety,2024-11-20,10,3664.8363337025694,36648.36
TO_43883,Scooter,Toys,2024-07-08,9,3956.344048369075,35607.1
BA_37452,Walker,Baby Gear,2025-01-17,6,4324.942728839293,25949.66
BA_98659,Bike,Battery Operated,2024-12-15,1,3478.5123549885257,3478.51
BA_61831,Jeep,Battery Operated,2025-03-17,3,2245.4495882305514,6736.35
FU_78449,Study Table,Furniture,2024-11-14,3,4626.51014658919,13879.53
BA_40376,Stroller,Baby Gear,2024-08-04,9,3016.1191224290105,27145.07
BA_78510,Safety Gate,Baby Safety,2025-04-03,7,3579.182454846687,25054.28
FU_28557,Study Table,Furniture,2024-06-29,7,1730.1390925976805,12110.97
BA_30373,Bike,Battery Operated,2025-01-13,6,1223.0117869319033,7338.07
BA_13628,Safety Gate,Baby Safety,2024-08-11,2,2651.6412357218533,5303.28
BA_81377,Car Seat,Baby Gear,2025-04-21,3,3954.8076608917954,11864.42
FU_76476,Cradle,Furniture,2024-08-29,1,2711.736287131094,2711.74
FU_72785,Cradle,Furniture,2025-04-18,4,2703.1666336336534,10812.67
BA_89496,Safety Gate,Baby Safety,2024-10-06,10,907.172637085527,9071.73
BA_70677,Walker,Baby Gear,2025-02-06,5,1275.1262757789605,6375.63
BA_91919,Car Seat,Baby Gear,2025-04-01,4,3396.05898737916,13584.24
BA_95108,Bike,Battery Operated,2024-05-29,7,1718.174927125945,12027.22
BA_81506,Bed Rail,Baby Safety,2024-08-09,3,2471.966178236123,7415.9
FU_36223,Study Table,Furniture,2025-02-04,6,2622.377827319928,15734.27
BA_66198,Walker,Baby Gear,2024-09-25,1,3498.5869969329597,3498.59
BA_14190,Jeep,Battery Operated,2024-06-07,8,1427.065814105064,11416.53
TO_76025,Scooter,Toys,2025-02-04,9,2540.4557008102224,22864.1
BA_64380,Car Seat,Baby Gear,2024-05-27,3,1634.6731443692909,4904.02
TO_27744,Ride-on,Toys,2024-08-14,9,2796.5917528769605,25169.33
BA_24908,Car Seat,Baby Gear,2025-02-13,8,1453.9204759642025,11631.36
BA_51037,Car,Battery Operated,2025-02-24,1,1659.785808938995,1659.79
BA_10885,Bike,Battery Operated,2024-08-15,6,3596.066801889597,21576.4
TO_98036,Scooter,Toys,2025-05-03,9,1139.5670689164065,10256.1
BA_99272,Bike,Battery Operated,2024-06-22,8,3209.740530227534,25677.92
BA_69638,Bike,Battery Operated,2024-09-21,5,4924.527315522746,24622.64
FU_67853,Study Table,Furniture,2024-09-28,3,3787.238904798958,11361.72
BA_40573,Safety Gate,Baby Safety,2025-03-29,10,1288.1408057910428,12881.41
TO_49494,Scooter,Toys,2024-08-16,6,4276.773767725968,25660.64
BA_95036,Stroller,Baby Gear,2025-03-15,3,3132.982044038233,9398.95
TO_80726,Ride-on,Toys,2024-10-16,6,3542.5274007642824,21255.16
TO_84093,Scooter,Toys,2024-12-21,1,664.5474912208824,664.55
FU_13718,High Chair,Furniture,2024-11-07,7,2616.957728960456,18318.7
BA_77676,Stroller,Baby Gear,2024-11-30,9,4248.04902034085,38232.44
BA_37299,Car,Battery Operated,2024-10-30,6,959.731474503418,5758.39
FU_97092,Study Table,Furniture,2024-10-17,8,4680.086876914109,37440.7
BA_36850,Safety Gate,Baby Safety,2025-01-13,10,516.1006287599831,5161.01
BA_71129,Stroller,Baby Gear,2024-07-08,2,2194.1031056877328,4388.21
TO_42822,Scooter,Toys,2024-09-11,6,1861.0221162904263,11166.13
BA_91073,Bed Rail,Baby Safety,2024-08-07,4,1640.18701884659,6560.75
BA_41861,Car,Battery Operated,2024-09-16,2,1602.8858873118045,3205.77
BA_31973,Safety Gate,Baby Safety,2025-05-07,1,2058.5254327716543,2058.53
BA_25979,Car,Battery Operated,2024-11-15,10,558.467020316371,5584.67
BA_74726,Safety Gate,Baby Safety,2024-08-19,9,2482.5268873366276,22342.74
FU_55178,Study Table,Furniture,2024-07-30,7,3452.8122211883483,24169.69
BA_57283,Safety Gate,Baby Safety,2024-12-20,8,3150.8162579999357,25206.53
BA_58406,Walker,Baby Gear,2024-05-23,5,851.6505583596156,4258.25
BA_17152,Car,Battery Operated,2024-06-07,7,1730.8332951379598,12115.83
TO_50252,Scooter,Toys,2024-11-22,9,2161.089327929746,19449.8
TO_60211,Ride-on,Toys,2024-11-01,10,1682.0269777277954,16820.27
BA_20811,Car,Battery Operated,2024-05-25,1,2912.5695882664922,2912.57
TO_73417,Scooter,Toys,2024-07-28,5,3036.972438238652,15184.86
BA_72560,Stroller,Baby Gear,2025-02-12,10,4329.990415198474,43299.9
BA_27104,Bed Rail,Baby Safety,2025-04-20,10,1674.3160172829307,16743.16
BA_67776,Car,Battery Operated,2024-06-26,1,569.7288520038086,569.73
FU_22886,High Chair,Furniture,2024-10-03,2,2138.137103922949,4276.27
BA_31309,Walker,Baby Gear,2025-02-06,10,4207.117938803847,42071.18
BA_66681,Bed Rail,Baby Safety,2024-09-20,8,2236.4703151884532,17891.76
FU_69523,Cradle,Furniture,2024-05-19,1,2051.4083516598985,2051.41
BA_16665,Car Seat,Baby Gear,2025-04-28,4,3277.688897820734,13110.76
BA_45476,Bike,Battery Operated,2024-11-21,4,660.4657021144177,2641.86
BA_58395,Car Seat,Baby Gear,2025-03-26,7,3211.202320879289,22478.42
BA_63339,Safety Gate,Baby Safety,2024-12-23,10,731.1660069552958,7311.66
BA_75264,Walker,Baby Gear,2025-03-24,5,4710.245161329215,23551.23
BA_52613,Safety Gate,Baby Safety,2024-12-08,1,1668.894322866553,1668.89
FU_40719,High Chair,Furniture,2024-09-27,9,3326.3957844281485,29937.56
BA_81547,Bed Rail,Baby Safety,2025-03-01,7,2342.7115381713156,16398.98
BA_59992,Stroller,Baby Gear,2024-06-02,3,1167.6182956087891,3502.85
BA_86112,Walker,Baby Gear,2024-11-26,4,4600.027922996071,18400.11
BA_49243,Safety Gate,Baby Safety,2024-10-02,10,2929.112992269631,29291.13
TO_86680,Scooter,Toys,2025-05-04,3,4540.916702490635,13622.75
BA_23622,Bed Rail,Baby Safety,2024-06-09,4,3075.022696862378,12300.09
BA_71253,Bed Rail,Baby Safety,2024-09-11,8,1813.8412202187287,14510.73
BA_36378,Stroller,Baby Gear,2024-09-05,7,4530.344433829492,31712.41
BA_60225,Car Seat,Baby Gear,2025-03-02,3,2589.2944372691672,7767.88
FU_41123,Study Table,Furniture,2024-12-03,6,4105.450567211448,24632.7
BA_84138,Safety Gate,Baby Safety,2025-02-03,7,3709.360123244388,25965.52
TO_86881,Scooter,Toys,2025-03-26,9,2402.3088656781056,21620.78
BA_69882,Car Seat,Baby Gear,2024-09-18,2,988.379810592285,1976.76
FU_49889,High Chair,Furniture,2025-04-10,1,2763.065002255103,2763.07
BA_57488,Safety Gate,Baby Safety,2025-04-02,4,4414.475873483575,17657.9
BA_49489,Car Seat,Baby Gear,2024-06-08,9,1229.8299656476615,11068.47
BA_58705,Car,Battery Operated,2024-05-18,3,3884.001689043696,11652.01
FU_85437,Cradle,Furniture,2024-06-08,10,4351.493252008236,43514.93
TO_89462,Ride-on,Toys,2024-10-11,6,4523.574661369281,27141.45
TO_71491,Scooter,Toys,2025-05-03,4,800.5129797317586,3202.05
FU_79247,Study Table,Furniture,2024-08-21,7,3779.220912172119,26454.55
BA_84280,Car Seat,Baby Gear,2024-07-05,1,2434.424939371147,2434.42
BA_52137,Car,Battery Operated,2025-02-11,6,821.0081174227817,4926.05
TO_39370,Ride-on,Toys,2025-04-17,6,3871.6714912819257,23230.03
FU_66521,Study Table,Furniture,2024-10-14,4,531.002944371889,2124.01
BA_83691,Bed Rail,Baby Safety,2024-10-15,4,3342.614514577159,13370.46
BA_47437,Bed Rail,Baby Safety,2025-02-27,4,2217.601429677983,8870.41
TO_78303,Ride-on,Toys,2024-07-21,7,4224.345195555319,29570.42
BA_87948,Bed Rail,Baby Safety,2024-05-10,5,4052.0514595154636,20260.26
BA_75100,Safety Gate,Baby Safety,2024-06-10,4,4820.933982063344,19283.74
BA_30743,Safety Gate,Baby Safety,2024-12-26,3,2533.3263777827315,7599.98
BA_70495,Jeep,Battery Operated,2024-06-23,7,3665.4769196046295,25658.34
FU_37099,Cradle,Furniture,2024-06-27,6,4268.842199245562,25613.05
FU_96115,Cradle,Furniture,2024-05-20,9,4989.372525645951,44904.35
FU_84282,Study Table,Furniture,2024-06-07,8,4458.161423374795,35665.29
BA_78384,Walker,Baby Gear,2024-07-12,5,3577.801347371279,17889.01
BA_17180,Car,Battery Operated,2025-01-01,8,4478.515630642805,35828.13
BA_10448,Bed Rail,Baby Safety,2024-12-26,4,4263.036915095003,17052.15
BA_34964,Car Seat,Baby Gear,2024-07-06,5,2657.7081428441747,13288.54
BA_18943,Walker,Baby Gear,2024-08-31,1,3022.124148769927,3022.12
BA_25445,Stroller,Baby Gear,2024-06-30,2,4455.320558492535,8910.64
TO_63338,Ride-on,Toys,2024-08-23,3,3899.455582170331,11698.37
BA_87573,Car,Battery Operated,2024-07-04,5,1433.32939697665,7166.65
BA_20341,Jeep,Battery Operated,2024-09-03,1,2001.3290086220566,2001.33
BA_15495,Jeep,Battery Operated,2024-12-11,6,3364.208534070019,20185.25
BA_61914,Bed Rail,Baby Safety,2024-10-28,4,4371.70949487946,17486.84
BA_38051,Bed Rail,Baby Safety,2024-05-12,1,3701.846813716682,3701.85
BA_89179,Car,Battery Operated,2025-04-20,5,1774.6232582894118,8873.12
BA_20284,Walker,Baby Gear,2025-02-03,3,512.9040633969989,1538.71
FU_53295,Study Table,Furniture,2024-09-25,8,3835.789977568547,30686.32
BA_37694,Bike,Battery Operated,2025-01-14,1,2534.2189207524752,2534.22
FU_17936,High Chair,Furniture,2024-10-24,8,1187.4037621783707,9499.23
TO_80365,Ride-on,Toys,2024-12-07,3,3766.0817607988397,11298.25
TO_33839,Ride-on,Toys,2024-05-18,1,1632.246680837935,1632.25
BA_25040,Car,Battery Operated,2025-02-27,6,2297.3281696623076,13783.97
BA_60552,Bed Rail,Baby Safety,2025-02-08,3,1057.5983513420113,3172.8
BA_90789,Bed Rail,Baby Safety,2024-09-25,10,2265.9292091440157,22659.29
BA_30388,Stroller,Baby Gear,2024-09-23,10,3168.317864312878,31683.18
TO_59728,Scooter,Toys,2024-12-27,10,1565.7217873338718,15657.22
TO_13958,Scooter,Toys,2024-07-29,10,2917.736359074181,29177.36
BA_55495,Bike,Battery Operated,2024-10-11,2,3753.053979367802,7506.11
BA_37314,Jeep,Battery Operated,2024-09-07,1,2126.362165565539,2126.36
BA_91561,Bed Rail,Baby Safety,2024-08-26,1,4462.136725950844,4462.14
FU_47581,High Chair,Furniture,2025-03-05,9,1568.1480807976432,14113.33
FU_58533,Cradle,Furniture,2025-03-08,7,1868.9687987424911,13082.78
BA_37040,Safety Gate,Baby Safety,2024-10-28,7,4857.597022310038,34003.18
BA_73349,Safety Gate,Baby Safety,2024-08-11,3,4771.088649318823,14313.27
BA_53941,Jeep,Battery Operated,2025-03-09,7,3583.9482164987794,25087.64
BA_70399,Safety Gate,Baby Safety,2025-02-21,4,2462.395859737884,9849.58
FU_32095,Cradle,Furniture,2024-08-04,4,2448.8201582111287,9795.28
BA_48039,Bike,Battery Operated,2024-07-06,4,3930.6843583606656,15722.74
BA_66556,Bike,Battery Operated,2024-05-26,3,4685.378974779681,14056.14
FU_43974,High Chair,Furniture,2025-03-13,4,872.4659265755934,3489.86
BA_52255,Walker,Baby Gear,2025-02-10,1,1176.590486248574,1176.59
TO_97356,Ride-on,Toys,2024-11-27,10,3896.4692994177744,38964.69
TO_74724,Ride-on,Toys,2024-12-15,4,644.1663358920807,2576.67
FU_38241,Cradle,Furniture,2024-07-10,6,1414.483738734165,8486.9
TO_47650,Ride-on,Toys,2025-01-06,9,3599.2106813899904,32392.9
BA_93766,Jeep,Battery Operated,2025-04-03,3,3632.1610428729814,10896.48
BA_83599,Stroller,Baby Gear,2025-04-10,1,2546.0867042546197,2546.09
FU_17041,High Chair,Furniture,2024-10-14,7,596.0421981707456,4172.3
FU_86274,Study Table,Furniture,2024-10-07,9,4755.216707870392,42796.95
BA_45799,Bed Rail,Baby Safety,2025-03-16,8,691.4132101190265,5531.31
TO_17786,Scooter,Toys,2024-12-08,7,3542.5760740113196,24798.03
BA_54597,Bed Rail,Baby Safety,2024-05-25,8,3992.2594566705793,31938.08
FU_23555,Study Table,Furniture,2025-01-18,5,1828.7117603906229,9143.56
FU_56913,High Chair,Furniture,2024-12-28,7,1338.046478579985,9366.33
BA_80748,Car,Battery Operated,2024-10-17,1,1529.4499976085006,1529.45
TO_68872,Ride-on,Toys,2024-06-05,8,3786.0517806726007,30288.41
TO_12177,Ride-on,Toys,2024-08-20,7,1021.1970430842789,7148.38
BA_61183,Bike,Battery Operated,2025-04-02,1,2508.28428081291,2508.28
FU_73204,Study Table,Furniture,2025-01-22,1,1867.1671805426301,1867.17
BA_30628,Car,Battery Operated,2024-12-14,2,2465.4036753324704,4930.81
BA_23214,Bed Rail,Baby Safety,2024-08-07,2,3176.07181552515,6352.14
BA_69639,Safety Gate,Baby Safety,2024-09-20,9,3586.290762747119,32276.62
BA_89634,Safety Gate,Baby Safety,2024-06-12,10,712.452273043875,7124.52
FU_47457,Cradle,Furniture,2024-05-14,6,3632.1037470832207,21792.62
FU_69090,Study Table,Furniture,2024-11-05,3,4918.806152590586,14756.42
FU_84697,High Chair,Furniture,2025-02-16,7,2103.592633400756,14725.15
TO_98223,Ride-on,Toys,2025-02-19,9,4952.158484845486,44569.43
BA_73944,Walker,Baby Gear,2025-02-03,4,514.8911551674798,2059.56
BA_29969,Jeep,Battery Operated,2024-11-16,2,3620.196565721701,7240.39
TO_46013,Scooter,Toys,2025-02-19,2,2197.5046376537416,4395.01
BA_10178,Bike,Battery Operated,2024-05-27,1,2799.808716763996,2799.81
BA_54163,Walker,Baby Gear,2024-06-17,4,4456.313401878485,17825.25
BA_54762,Safety Gate,Baby Safety,2025-01-05,7,1900.5324861299214,13303.73
BA_90488,Safety Gate,Baby Safety,2024-07-16,2,4125.4438706381625,8250.89
BA_10890,Stroller,Baby Gear,2024-12-02,2,2099.546505871541,4199.09
BA_98576,Stroller,Baby Gear,2025-04-20,10,3694.355000133504,36943.55
BA_66282,Car,Battery Operated,2024-12-17,5,2802.120872110285,14010.6
BA_35707,Safety Gate,Baby Safety,2024-12-08,3,4320.8028599359795,12962.41
FU_99126,High Chair,Furniture,2024-12-06,5,3904.709838073889,19523.55
FU_48530,Study Table,Furniture,2024-09-27,7,3210.9910220311376,22476.94
BA_13086,Bike,Battery Operated,2024-08-04,5,3829.095008228238,19145.48
FU_69277,Study Table,Furniture,2024-05-27,1,963.8838776319915,963.88
BA_87192,Walker,Baby Gear,2024-10-07,7,1649.424560655789,11545.97
BA_45975,Walker,Baby Gear,2024-10-15,1,3713.8976854970806,3713.9
BA_20580,Bed Rail,Baby Safety,2024-06-03,8,3999.889499023946,31999.12
BA_52506,Walker,Baby Gear,2024-06-27,3,4516.329308434922,13548.99
BA_89558,Stroller,Baby Gear,2024-12-19,4,2542.05417160564,10168.22
BA_96048,Stroller,Baby Gear,2024-12-04,7,529.5956932445048,3707.17
FU_19739,Study Table,Furniture,2024-08-24,6,2067.4546148093855,12404.73
BA_86090,Stroller,Baby Gear,2024-06-15,8,3971.855588180293,31774.84
FU_56082,High Chair,Furniture,2024-05-19,4,3390.078689031835,13560.31
FU_38476,Cradle,Furniture,2024-09-16,8,1486.8567554254337,11894.85
BA_91998,Stroller,Baby Gear,2025-04-24,6,3026.0550751575724,18156.33
FU_57439,High Chair,Furniture,2024-08-19,4,1633.6736540033194,6534.69
BA_43412,Bed Rail,Baby Safety,2024-09-26,7,655.3461343351069,4587.42
BA_35814,Car Seat,Baby Gear,2025-05-03,3,3748.427809037094,11245.28
FU_79016,Study Table,Furniture,2024-10-31,3,3787.1805213561424,11361.54
BA_57396,Bed Rail,Baby Safety,2024-07-03,2,2717.4382575305017,5434.88
BA_87373,Safety Gate,Baby Safety,2025-03-08,6,1010.0028309329764,6060.02
TO_88596,Ride-on,Toys,2025-04-24,10,712.154681291436,7121.55
TO_66429,Scooter,Toys,2025-05-03,1,4414.7272309711225,4414.73
BA_70345,Bed Rail,Baby Safety,2024-05-27,2,4704.659358759401,9409.32
TO_35710,Scooter,Toys,2024-07-04,2,3552.411954559743,7104.82
FU_85483,Cradle,Furniture,2024-10-13,9,3626.818954965706,32641.37
TO_17059,Scooter,Toys,2024-10-04,3,4898.432420987421,14695.3
BA_37430,Car Seat,Baby Gear,2024-07-19,4,2538.7892198488,10155.16
BA_73852,Bed Rail,Baby Safety,2024-09-26,9,4832.520031458874,43492.68
BA_60691,Jeep,Battery Operated,2025-03-21,6,4707.244103573138,28243.46
BA_25986,Bed Rail,Baby Safety,2025-04-01,10,4514.369709640012,45143.7
BA_73248,Car,Battery Operated,2024-12-01,9,4366.047791178769,39294.43
BA_60462,Bike,Battery Operated,2024-10-02,10,4511.430325314084,45114.3
BA_62078,Jeep,Battery Operated,2024-11-02,1,3363.985701972612,3363.99
BA_18097,Stroller,Baby Gear,2024-10-26,2,2208.24062867889,4416.48
TO_16640,Scooter,Toys,2024-08-10,10,1235.000573164048,12350.01
BA_48413,Car Seat,Baby Gear,2024-10-06,7,3464.973803106929,24254.82
BA_76606,Bed Rail,Baby Safety,2024-06-09,8,2186.100635383851,17488.81
FU_69643,Study Table,Furniture,2024-05-15,6,4579.003591265899,27474.02
BA_82604,Car,Battery Operated,2024-09-16,5,4008.2841722460576,20041.42
TO_90648,Ride-on,Toys,2025-04-02,8,4714.200883288532,37713.61
FU_77227,Study Table,Furniture,2025-02-17,4,1488.0367437152877,5952.15
BA_41944,Bike,Battery Operated,2024-06-13,5,1199.1639392974482,5995.82
BA_41387,Car Seat,Baby Gear,2024-10-13,5,3757.7241240412036,18788.62
BA_47499,Safety Gate,Baby Safety,2025-03-03,6,4748.798046461877,28492.79
FU_60920,Cradle,Furniture,2024-08-22,2,599.0751745022922,1198.15
BA_31940,Car Seat,Baby Gear,2024-08-28,3,1424.8821004415831,4274.65
BA_32590,Car,Battery Operated,2024-11-25,2,677.7268512345433,1355.45
BA_37447,Stroller,Baby Gear,2024-08-25,5,3143.2928606917753,15716.46
FU_98487,Cradle,Furniture,2024-08-19,6,2428.5416350564783,14571.25
BA_92873,Safety Gate,Baby Safety,2024-08-21,8,3293.681457369326,26349.45
TO_83240,Ride-on,Toys,2024-11-21,7,579.2043491494843,4054.43
BA_43297,Car Seat,Baby Gear,2024-11-25,5,4130.119247240759,20650.6
BA_51665,Jeep,Battery Operated,2025-03-23,7,2992.6025798676283,20948.22
TO_99744,Ride-on,Toys,2024-08-09,1,1875.0622521611501,1875.06
BA_51773,Stroller,Baby Gear,2025-04-07,9,858.0812234980211,7722.73
BA_43969,Stroller,Baby Gear,2025-05-04,7,959.3913550913941,6715.74
FU_42587,High Chair,Furniture,2025-02-03,7,4335.960462942934,30351.72
BA_66767,Car,Battery Operated,2024-11-13,8,4199.314094096994,33594.51
BA_37716,Safety Gate,Baby Safety,2025-04-16,4,1323.1613955316807,5292.65
BA_48973,Car,Battery Operated,2024-09-22,5,4537.630006986167,22688.15
TO_40382,Scooter,Toys,2025-02-28,5,1123.2375052686666,5616.19
FU_23652,Cradle,Furniture,2024-10-22,10,2307.4926874981343,23074.93
FU_44077,Cradle,Furniture,2024-10-24,7,2903.508746351138,20324.56
BA_55931,Bike,Battery Operated,2025-02-11,1,3126.7443198506326,3126.74
FU_31501,Study Table,Furniture,2025-02-08,4,1288.4352656692429,5153.74
FU_59408,Study Table,Furniture,2025-04-07,9,840.9069272270201,7568.16
FU_48763,Cradle,Furniture,2025-01-12,7,1288.4596434752427,9019.22
BA_57651,Jeep,Battery Operated,2025-03-17,9,851.6858368806461,7665.17
BA_40955,Bike,Battery Operated,2024-12-09,1,966.0114530232111,966.01
BA_73123,Walker,Baby Gear,2024-05-15,3,892.3201444701285,2676.96
TO_99840,Scooter,Toys,2024-06-10,3,2179.8157770853163,6539.45
TO_34825,Ride-on,Toys,2025-01-30,10,2100.678026536195,21006.78
BA_12650,Jeep,Battery Operated,2024-09-15,2,1692.3834957966026,3384.77
BA_76388,Safety Gate,Baby Safety,2024-12-22,4,2156.689093500693,8626.76
BA_53060,Car Seat,Baby Gear,2024-06-14,7,2773.53865423452,19414.77
